,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
1,1027,Ethereum,ETH,ethereum,6261,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem']",,122373866.2178,122373866.2178,,2,,,,2022-12-07T08:48:00.000Z,1229.2409511710966,6141000147.422562,13.6662,-0.06899017,-2.57941555,-3.14186905,-21.53793257,-7.46655698,-23.98753904,150426967708.053,17.9289,150426967708.05,,2022-12-07T08:48:00.000Z,,,,,,2022-12-07 08:49:57.284244+00:00
2,825,Tether,USDT,tether,44242,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin']",,65685215611.096825,73141766321.23428,,3,,,,2022-12-07T08:48:00.000Z,1.0000877264168668,27784282911.065014,8.736,0.00406397,-0.0049915,0.02030447,-0.00233085,-0.00837845,0.00131729,65690977939.703514,7.8295,73148182786.32,,2022-12-07T08:48:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2022-12-07 08:49:57.284244+00:00
3,1839,BNB,BNB,bnb,1149,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain']",200000000.0,159969257.24062917,159979963.59042934,,4,,,,2022-12-07T08:48:00.000Z,283.3995506155271,710292750.2220308,14.1693,-0.09031304,-2.10137373,-5.71092259,-14.01663459,0.93210591,1.97090584,45335215614.29396,5.4036,56679910123.11,,2022-12-07T08:48:00.000Z,,,,,,2022-12-07 08:49:57.284244+00:00
4,3408,USD Coin,USDC,usd-coin,8742,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,43014930505.12496,43014930505.12496,,5,,,,2022-12-07T08:48:00.000Z,0.9999035623589342,2508928281.5174956,18.7715,0.00778213,-0.0166002,-0.0229463,-0.01487778,-0.01054078,-0.01831544,43010782246.696434,5.1266,43010782246.7,,2022-12-07T08:48:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2022-12-07 08:49:57.284244+00:00
5,4687,Binance USD,BUSD,binance-usd,5686,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'usd-stablecoin']",,22056131821.62442,22056131821.62442,,6,,,,2022-12-07T08:48:00.000Z,0.9996532358209597,6032694840.8442135,16.8558,-0.03577667,-0.02686511,-0.05673214,-0.06298191,0.02572824,-0.05335079,22048483545.18049,2.6279,22048483545.18,,2022-12-07T08:48:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,2022-12-07 08:49:57.284244+00:00
6,52,XRP,XRP,xrp,854,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,50260446248.0,99989199669.0,,7,,,,2022-12-07T08:48:00.000Z,0.37911699629413803,870156495.2799501,-1.16,0.43258873,-0.91381093,-5.7549015,-18.88015761,-26.98088636,14.09089159,19054589413.94474,2.2711,37911699629.41,,2022-12-07T08:48:00.000Z,,,,,,2022-12-07 08:49:57.284244+00:00
7,74,Dogecoin,DOGE,dogecoin,608,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,132670764299.89409,132670764299.89409,,8,,,,2022-12-07T08:48:00.000Z,0.09574540881389648,658497748.7394913,-25.8093,0.14017492,-5.16356483,-9.65685941,-16.83414393,53.74357784,58.37155925,12702616565.545462,1.514,12702616565.55,,2022-12-07T08:48:00.000Z,,,,,,2022-12-07 08:49:57.284244+00:00
8,2010,Cardano,ADA,cardano,604,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano']",45000000000.0,34459271961.262,35230640457.276,,9,,,,2022-12-07T08:48:00.000Z,0.3094479589917699,203795015.75893968,18.6304,0.13212997,-2.64610421,-1.70222249,-23.58364047,-27.34712997,-34.29326275,10663351376.75485,1.271,13925158154.63,,2022-12-07T08:48:00.000Z,,,,,,2022-12-07 08:49:57.284244+00:00
9,3890,Polygon,MATIC,polygon,544,2019-04-28T00:00:00.000Z,"['platform', 'enterprise-solutions', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem']",10000000000.0,8734317475.28493,10000000000.0,,10,,,,2022-12-07T08:48:00.000Z,0.8825817762514319,270446480.1542906,-5.2309,0.55568238,-3.30070456,1.43054621,-25.06552568,7.32290842,5.79998266,7708749431.680895,0.9188,8825817762.51,,2022-12-07T08:48:00.000Z,,,,,,2022-12-07 08:49:57.284244+00:00
10,6636,Polkadot,DOT,polkadot-new,435,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain']",,1144313840.6189494,1260337510.9241292,,11,904869778.0,4784557555.666659,,2022-12-07T08:48:00.000Z,5.2875647656636175,180435262.41629627,12.9216,0.27952706,-3.66385266,-2.20865312,-21.69661576,-16.69462859,-25.61814301,6050633544.517969,0.7212,6664116215.61,,2022-12-07T08:48:00.000Z,,,,,,2022-12-07 08:49:57.284244+00:00
11,4943,Dai,DAI,multi-collateral-dai,1704,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,5872950669.879007,5872950669.879007,,12,,,,2022-12-07T08:48:00.000Z,0.9993775930042327,215633907.96300033,24.5371,0.07672565,-0.05873755,-0.08166343,-0.06530272,-0.04291969,-0.05924802,5869295304.296278,0.6996,5869295304.3,,2022-12-07T08:48:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2022-12-07 08:49:57.284244+00:00
12,2,Litecoin,LTC,litecoin,851,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,71776168.72724101,84000000.0,,13,,,,2022-12-07T08:48:00.000Z,76.94325516142754,624232634.9618975,-12.8883,0.21080017,-4.15979735,-1.24904741,9.22727322,44.15731769,35.1032633,5522692064.889781,0.6582,6463233433.56,,2022-12-07T08:48:00.000Z,,,,,,2022-12-07 08:49:57.284244+00:00
13,5994,Shiba Inu,SHIB,shiba-inu,461,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,549063278876301.94,589735030408322.8,,14,,,,2022-12-07T08:48:00.000Z,9.030215178500162e-06,115877628.5933611,-27.272,0.22810988,-3.61184355,-2.56809387,-23.97838159,-18.15022032,-25.84004192,4958159554.8658495,0.5909,5325434222.89,,2022-12-07T08:48:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2022-12-07 08:49:57.284244+00:00
14,5426,Solana,SOL,solana,408,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio']",,364531530.2548775,535382197.4127268,,15,,,,2022-12-07T08:48:00.000Z,13.56845157295091,245519133.24785465,-24.7547,-0.65171975,-3.98496333,-1.06080245,-56.66781642,-58.75614076,-58.4462763,4946128415.076995,0.5895,7264307418.61,,2022-12-07T08:48:00.000Z,,,,,,2022-12-07 08:49:57.284244+00:00
0,1,Bitcoin,BTC,bitcoin,9865,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio']",21000000.0,19226643.0,19226643.0,,1,,,,2022-12-07T08:49:00.000Z,16796.676428110124,21533561004.305084,13.1584,0.07255519,-1.35251881,-0.63063833,-18.83979433,-13.83130827,-12.56881216,322943701269.7885,38.4925,352730204990.31,,2022-12-07T08:49:00.000Z,,,,,,2022-12-07 08:50:58.095335+00:00
1,1027,Ethereum,ETH,ethereum,6261,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem']",,122373866.2178,122373866.2178,,2,,,,2022-12-07T08:49:00.000Z,1229.268771415712,6142673057.856869,13.6248,-0.07883706,-2.60373942,-3.15900021,-21.54896939,-7.46582631,-24.00678674,150430372178.94574,17.9293,150430372178.95,,2022-12-07T08:49:00.000Z,,,,,,2022-12-07 08:50:58.095335+00:00
2,825,Tether,USDT,tether,44242,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin']",,65685215611.096825,73141766321.23428,,3,,,,2022-12-07T08:49:00.000Z,1.0000934570118134,27784859762.023132,8.7474,0.00268129,-0.00284629,0.01991671,-0.00251045,-0.00769419,0.00271051,65691354355.06815,7.8295,73148601932.15,,2022-12-07T08:49:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2022-12-07 08:50:58.095335+00:00
3,1839,BNB,BNB,bnb,1149,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain']",200000000.0,159969257.24062917,159979963.59042934,,4,,,,2022-12-07T08:49:00.000Z,283.47150530597105,710939415.0500367,14.2481,-0.11604924,-2.08373075,-5.73023781,-13.99063414,0.95773241,1.97830106,45346726152.67926,5.405,56694301061.19,,2022-12-07T08:49:00.000Z,,,,,,2022-12-07 08:50:58.095335+00:00
4,3408,USD Coin,USDC,usd-coin,8742,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,43014930505.12496,43014930505.12496,,5,,,,2022-12-07T08:49:00.000Z,0.9999105133843325,2518082700.025331,19.0172,0.0101344,-0.01049781,-0.02337192,-0.00768104,-0.01017829,-0.01443081,43011081244.570885,5.1266,43011081244.57,,2022-12-07T08:49:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2022-12-07 08:50:58.095335+00:00
5,4687,Binance USD,BUSD,binance-usd,5686,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'usd-stablecoin']",,22056131821.62442,22056131821.62442,,6,,,,2022-12-07T08:49:00.000Z,0.9999788064926936,6033768361.947962,16.8752,-0.00033854,0.01170514,-0.0240217,0.04618441,0.01804144,-0.02023649,22055664374.833508,2.6287,22055664374.83,,2022-12-07T08:49:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,2022-12-07 08:50:58.095335+00:00
6,52,XRP,XRP,xrp,854,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,50260446248.0,99989199669.0,,7,,,,2022-12-07T08:49:00.000Z,0.3792866778097544,870559327.3661991,-0.9992,0.43564762,-0.90997328,-5.75261805,-18.85415759,-26.94987803,14.06200726,19063117682.639656,2.2721,37928667780.98,,2022-12-07T08:49:00.000Z,,,,,,2022-12-07 08:50:58.095335+00:00
7,74,Dogecoin,DOGE,dogecoin,608,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,132670764299.89409,132670764299.89409,,8,,,,2022-12-07T08:49:00.000Z,0.09576273720178845,658832544.4006169,-24.1938,0.08191,-5.18695376,-9.7280159,-16.82807987,53.76065536,58.36278404,12704915536.011175,1.5143,12704915536.01,,2022-12-07T08:49:00.000Z,,,,,,2022-12-07 08:50:58.095335+00:00
8,2010,Cardano,ADA,cardano,604,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano']",45000000000.0,34459271961.262,35230640457.276,,9,,,,2022-12-07T08:49:00.000Z,0.3096327431675614,203795750.97128862,18.638,0.158195,-2.58171236,-1.69106209,-23.4751323,-27.30552145,-34.27795564,10669718904.922586,1.2718,13933473442.54,,2022-12-07T08:49:00.000Z,,,,,,2022-12-07 08:50:58.095335+00:00
9,3890,Polygon,MATIC,polygon,544,2019-04-28T00:00:00.000Z,"['platform', 'enterprise-solutions', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem']",10000000000.0,8734317475.28493,10000000000.0,,10,,,,2022-12-07T08:49:00.000Z,0.8829822677013108,270513652.4430476,-5.2403,0.55748275,-3.34443967,1.43639633,-25.06618264,7.37698772,5.86756917,7712247451.150275,0.9192,8829822677.01,,2022-12-07T08:49:00.000Z,,,,,,2022-12-07 08:50:58.095335+00:00
10,6636,Polkadot,DOT,polkadot-new,435,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain']",,1144313840.6189494,1260337510.9241292,,11,904869778.0,4785106610.719215,,2022-12-07T08:49:00.000Z,5.288171543639748,180550066.6176918,13.0444,0.27776714,-3.69192313,-2.27786271,-21.69041506,-16.68751928,-25.60541991,6051327888.954238,0.7212,6664880960.65,,2022-12-07T08:49:00.000Z,,,,,,2022-12-07 08:50:58.095335+00:00
11,4943,Dai,DAI,multi-collateral-dai,1704,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,5872950669.879007,5872950669.879007,,12,,,,2022-12-07T08:49:00.000Z,0.9993249235340345,215674159.83006713,24.7276,0.06072203,-0.04644079,-0.0884146,-0.08809379,-0.04169765,-0.07367998,5868985979.095996,0.6995,5868985979.1,,2022-12-07T08:49:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2022-12-07 08:50:58.095335+00:00
12,2,Litecoin,LTC,litecoin,851,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,71776168.72724101,84000000.0,,13,,,,2022-12-07T08:49:00.000Z,76.89492267546146,626473969.074008,-12.5798,0.15846585,-4.23448721,-1.38135287,9.09458569,44.06491828,34.97344053,5519222944.222073,0.6578,6459173504.74,,2022-12-07T08:49:00.000Z,,,,,,2022-12-07 08:50:58.095335+00:00
13,5994,Shiba Inu,SHIB,shiba-inu,461,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,549063278876301.94,589735030408322.8,,14,,,,2022-12-07T08:49:00.000Z,9.034717834152332e-06,115886496.05757636,-27.2402,0.25296242,-3.60597638,-2.56164776,-23.93930812,-18.10643475,-25.81445211,4960631797.74188,0.5912,5328089596.65,,2022-12-07T08:49:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2022-12-07 08:50:58.095335+00:00
14,5426,Solana,SOL,solana,408,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio']",,364531530.2548775,535382197.4127268,,15,,,,2022-12-07T08:49:00.000Z,13.567506365766073,245596330.6483875,-24.7126,-0.61885846,-4.03688829,-1.10504082,-56.6759792,-58.7590139,-58.44361766,4945783857.255499,0.5895,7263801371.51,,2022-12-07T08:49:00.000Z,,,,,,2022-12-07 08:50:58.095335+00:00
0,1,Bitcoin,BTC,bitcoin,9865,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio']",21000000.0,19226643.0,19226643.0,,1,,,,2022-12-07T08:50:00.000Z,16796.74228479463,21548379399.047504,13.3285,0.08091836,-1.34451997,-0.62421138,-18.86308512,-13.84322716,-12.57649813,322944967472.7507,38.4927,352731587980.69,,2022-12-07T08:50:00.000Z,,,,,,2022-12-07 08:51:58.803005+00:00
1,1027,Ethereum,ETH,ethereum,6261,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem']",,122373866.2178,122373866.2178,,2,,,,2022-12-07T08:50:00.000Z,1229.2557770815774,6142975750.272921,13.6795,-0.05198475,-2.58739507,-3.15394089,-21.56702629,-7.46606876,-24.02795216,150428782012.03876,17.9292,150428782012.04,,2022-12-07T08:50:00.000Z,,,,,,2022-12-07 08:51:58.803005+00:00
2,825,Tether,USDT,tether,44242,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin']",,65685215611.096825,73141766321.23428,,3,,,,2022-12-07T08:50:00.000Z,1.000088950641137,27799211625.81162,8.7894,0.00348392,-0.0032157,0.01901562,-0.00150248,-0.00877134,0.00240975,65691058353.13866,7.8296,73148272328.24,,2022-12-07T08:50:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2022-12-07 08:51:58.803005+00:00
3,1839,BNB,BNB,bnb,1149,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain']",200000000.0,159969257.24062917,159979963.59042934,,4,,,,2022-12-07T08:50:00.000Z,283.468093797814,711916818.9265814,14.6426,-0.07536997,-2.08294396,-5.70996338,-14.00154549,0.94815739,1.96722176,45346180416.2533,5.4049,56693618759.56,,2022-12-07T08:50:00.000Z,,,,,,2022-12-07 08:51:58.803005+00:00
4,3408,USD Coin,USDC,usd-coin,8742,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,43014930505.12496,43014930505.12496,,5,,,,2022-12-07T08:50:00.000Z,0.9999688160536893,2517834446.709704,17.1647,0.02430647,-0.00372423,-0.01776823,-0.00028725,-0.00347792,-0.01217952,43013589129.84153,5.1269,43013589129.84,,2022-12-07T08:50:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2022-12-07 08:51:58.803005+00:00
5,4687,Binance USD,BUSD,binance-usd,5686,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'usd-stablecoin']",,22056131821.62442,22056131821.62442,,6,,,,2022-12-07T08:50:00.000Z,1.0006219778361718,6033249388.685232,16.9088,0.08618553,0.0759933,0.06426408,0.12837256,0.05830728,0.04611382,22069850246.769154,2.6305,22069850246.77,,2022-12-07T08:50:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,2022-12-07 08:51:58.803005+00:00
6,52,XRP,XRP,xrp,854,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,50260446248.0,99989199669.0,,7,,,,2022-12-07T08:50:00.000Z,0.3792884209813164,870967177.372497,-0.7424,0.451119,-0.90197092,-5.75366897,-18.86864944,-26.96221246,14.04200872,19063205295.220245,2.2721,37928842098.13,,2022-12-07T08:50:00.000Z,,,,,,2022-12-07 08:51:58.803005+00:00
7,74,Dogecoin,DOGE,dogecoin,608,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,132670764299.89409,132670764299.89409,,8,,,,2022-12-07T08:50:00.000Z,0.09575803375212527,658783569.2511681,-23.6559,0.12897925,-5.17552875,-9.73790221,-16.86722308,53.7374292,58.3511909,12704291525.749516,1.5142,12704291525.75,,2022-12-07T08:50:00.000Z,,,,,,2022-12-07 08:51:58.803005+00:00
8,2010,Cardano,ADA,cardano,604,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano']",45000000000.0,34459271961.262,35230640457.276,,9,,,,2022-12-07T08:50:00.000Z,0.3096352941341008,203873432.0106586,18.7947,0.1679445,-2.57154468,-1.69604806,-23.41315713,-27.31357567,-34.28942933,10669806809.372332,1.2718,13933588236.03,,2022-12-07T08:50:00.000Z,,,,,,2022-12-07 08:51:58.803005+00:00
9,3890,Polygon,MATIC,polygon,544,2019-04-28T00:00:00.000Z,"['platform', 'enterprise-solutions', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem']",10000000000.0,8734317475.28493,10000000000.0,,10,,,,2022-12-07T08:50:00.000Z,0.8830056870199079,270577046.3099861,-5.2444,0.59193883,-3.33295327,1.43507232,-25.18497244,7.370562,5.87324477,7712452002.913957,0.9193,8830056870.2,,2022-12-07T08:50:00.000Z,,,,,,2022-12-07 08:51:58.803005+00:00
